I've already earned a graduate degree from a different university - can I apply for the same degree in the same field at UC Davis?,"No. Students holding graduate degrees cannot be admitted to the same degree program in the same field. For example, an applicant who has already earned a masters in Computer Science at another university cannot be admitted to the masters program in Computer Science here at UC Davis."
Can I double major in two different graduate programs at UC Davis?,"Applicants for two graduate programs administered by Graduate Studies must be admitted to at least one of the programs and submit a double major petition to join the second program after their first term. Applicants seeking degrees administered by both Graduate Studies and a professional school (law, medicine, veterinary medicine, or management) must complete applications and be formally admitted to both programs."
I was able to log in to the application system earlier but now it's telling me that my email address/password are not valid.  How can I fix this?,"If the system is telling you that your account login information is no longer valid, please get in touch with us using the ""Contact Graduate Admissions"" link at the bottom of the page."
"The Primary Email Address field lists an email address that I no longer want to use, but the application system won't let me change it. How can I update my email address?","We recently made the Primary Email Address field in the application ""read only"" due to the fact that some web browsers were automatically changing applicants' email addresses to different email addresses (which resulted in their being unable to log in to their applications). If you need to update your email address, please use the ""Contact Graduate Admissions"" link at the bottom of this page and let us know."
Where can I find the application deadlines for each of the graduate programs?,You can find the application deadlines for each of our graduate programs on our Graduate Programs & Deadlines webpage.
"I know what the deadline date is, but how late on that day can I submit my application?",Applications close after 11:59 p.m. (Pacific Time) on the day of the deadline.
I missed the final application deadline for the graduate program - is there any way I can still apply?,"Unfortunately there is not. UC Davis does not waive application deadlines. Once the deadline for submission has passed, it will not reopen until the next application cycle. However, we would certainly welcome your application if you choose to apply for a future term."
"Do *all* of my application materials (uploaded transcripts, official test scores, recommendations, etc.)  need to be received by the deadline for me to be considered?","No - not all of your application materials need to be received by the deadline. However, we do recommend that you complete your application as soon as possible after you have submitted it, and we also suggest checking with the graduate program to see if they require your application to be complete by a certain date."
"I submitted my application before 11:59 p.m. Pacific Time on the day of the deadline but the application system shows that it was submitted *after* the deadline. What happened, and will my application still be considered?","There's no need to be concerned.  The company that provides us with our application system uses Eastern Time, but UC Davis sets all of our deadlines for Pacific Time.  For example, if you submit your application at 11:00 p.m. Pacific Time on December 1, the system will show that your application was submitted at 2:00 a.m. on December 2.  But don't worry - UC Davis takes this into account when we review applications - your application is still considered on time as long as it was submitted before 11:59 p.m. Pacific Time."
What is the application fee amount?,The application fee is $120 for U.S. applicants and $140 for international applicants. The application fee is non-refundable upon submission of the application.
Does UC Davis offer application fee waivers?,UC Davis only offers application fee waivers to applicants who have participated in specific graduate preparation programs (for a full list see Graduate Preparation Program Participants on our Steps to Applying page). Applicants who are affiliated with these programs must indicate their participation AND must provide the name and contact information for their program coordinator in the relevant section of the online application system to receive a fee waiver.
Can I pay my application fee by check/cash/money order instead of paying by credit card?,"No - UC Davis only accepts application fees submitted by credit card. We are unable to accept personal or bank-issued checks, money orders, or cash. We are also not able to accept credit card information via telephone or email - all credit card payments must be made through our online graduate application system."
Do I need to list every college or university I have attended on my application?,"Yes, you must list every college-level institution you have attended in the online application, including all community colleges, study abroad coursework, etc."
How do I provide UC Davis with my transcripts/academic records to complete my application?,"Transcripts must be uploaded to the application itself, either prior to submission in the Academic History section or after submission via the application status page. Visit our Submitting Your Transcripts webpage for information about how to submit your transcripts."
It's my first term at one of the universities I listed and I don't have a transcript yet - what should I do?,Please upload documentation from the university showing that you are currently enrolled in the university and the courses you are taking. A current course schedule would be sufficient.
"Do the transcripts I upload for review with my application need to be ""official""?","No. UC Davis will accept scanned copies of original paper transcripts, unofficial advising transcripts, or even web portal-based transcripts.  The PDFs you upload do not need to be ""official"" electronic transcripts issued by your institution. However, the document you upload must include all of the same information that would appear on an official transcript (your name, the institution name, and all of your courses, grades, units, terms, etc.).  If the document you upload is not sufficient, the graduate program will contact you via email to provide you with additional information and ask you to upload a corrected version."
I'm a UC Davis student/graduate - do I still need to upload my UC Davis transcripts?,Yes. Unfortunately we are not currently able to automatically load your UC Davis transcripts to your application. You will need to upload your UC Davis transcripts for review. Visit our Submitting Your Transcripts webpage for information about how to submit your transcripts.
Do I need to provide transcripts for a college I attended if those courses appear as transfer credit on the transcript for the university where I earned my degree?,"Unless your primary degree transcript includes a complete list of the course titles, course numbers, units, and grades for each course you took at the other college, you will still need to provide a separate transcript. An assessment of transfer units or transfer credit on your degree transcript are not enough. All information about the courses you took must be available to the graduate programs for review."
Will I ever need to provide official transcripts/academic records?,"If you are offered admission to a UC Davis graduate program, you will be required to send official transcripts or academic records to UC Davis Graduate Studies. This is a required step for accepting your admission offer. If you are admitted, you will be provided with detailed instructions regarding where to send your records and what specific documents are required."
My college/university does not use a 4.0 grading scale. Should I convert my GPA to a 4.0 scale and how do I make the conversion?,"No. You should not attempt to convert your GPA to a 4.0 scale. Enter your GPA just as it is on your transcript. There are also fields in the application (under ""Academic History"") which will ask you for the GPA/Grading scale used by your college/university – you can enter that information there."
My transcript is a PDF which is is password/security protected. What should I do?,"Electronic transcripts issued by universities are sometimes security encrypted to prevent them from being modified or duplicated. Sometimes this can interfere with an applicant's ability to upload the transcript. In instances like this, the best solution is to print out a copy of the PDF and re-scan it so that you can be certain that there is no security/encryption which would prevent the transcript from being viewed."
I would like to wait to upload my transcript until after I've earned new grades or after my degree is posted. Can I wait and upload it later?,"Generally graduate programs want to receive your academic records as soon as possible so that they can begin reviewing your application. However, if you are currently taking important prerequisite courses or you feel your application will not be as competitive without new grades, we would recommend getting in touch with the graduate program to inquire about when you must have your transcripts submitted to be considered. If it will take weeks or months until your grades are available or your degree has posted, the program may not be able to wait."
"I already uploaded my transcripts, but I've now earned new grades. Can I upload the most recent transcript?","Only if you have not yet submitted your application (you can replace your transcripts by returning to the Academic History section of the application). However, if you have submitted your application and/or uploaded your transcript using the application status page, you will not have the opportunity to upload a new transcript."
I've started an application but I don't see a section for recommendations yet - how to I add recommenders?,"Because not all graduate programs require recommendations, the ""Recommendations"" section will not appear until applicants have completed the ""Plans for Graduate Study"" section."
Do all of my letters of recommendation need to be received before I submit my application?,No. Once you submit your application your recommendation providers will still be able to upload their letters of recommendation.
Do all of my letters of recommendation need to be received by the application deadline? How much time do my recommendation providers have to submit them?,"Graduate programs understand that, if an applicant applies shortly before the deadline, a recommender may not be able to get their recommendation in before the deadline passes. However, graduate programs will expect letters of recommendation to arrive shortly after the application has been submitted. If you want to make certain that your letters are received in time for your application to be considered, contact the graduate program directly to find out when they expect your application to be complete."
How do I remove a recommender from my application and add a new one?,"Even after you’ve submitted your application or the application deadline has passed, you can still log on to your Status Page and revisit the recommendations page (a link appears under your application checklist). Click on the name of the recommender, then click the ""Exclude"" button. You will then be able to add another recommender to replace them. You can replace any recommender as long as they have not already submitted a recommendation on your behalf."
My recommender can't find the request email - how do I send another one?,"You can send your recommender a new e-mail request if they did not receive the first e-mail *or* if  you just want to send them a reminder.  Log on to your Status Page and revisit the recommendations page (a link appears under your application checklist).  You can click on a recommender and use the ""Send Reminder"" feature to re-send them the email."
I re-sent the request email but my recommender still has not received it - what should I do?,"If your recommender does not receive the request email within 48 hours, take the following steps:- Remind them to check their spam/junk mail folders. The request email may be there.- Check to see if they are using an email spam screening system (e.g. Boxbe). If so, ask them to add gradadmit@ucdavis.edu to their safe contacts list.- Some non-U.S. universities have email firewalls that delay or prevent delivery of our emails. If your recommender has a non-university email address and is willing to use it for your recommendation, follow the steps in the next FAQ question below."
I need to change the email address I'm using for a recommender - what do I do?,"The process for correcting a recommender's email address is the same as replacing the recommender.  Log on to your Status Page and revisit the recommendations page (a link appears under your application checklist). Click on the name of the recommender, then click the ""Exclude"" button. Then re-add the recommender using their new email address"
My recommender is not able to access the system or upload their letter of recommendation. What should I do?,Ask your recommendation provider to contact gradadmit@ucdavis.edu and explain the issue they are experiencing. We will provide them with direct assistance.
Can my recommender send in a paper letter of recommendation? Can they send their letter by e-mail?,No. Letters of recommendation will only be accepted via the online application letter of recommendation system. Neither the graduate program nor Graduate Studies will accept letters of recommendation which have been sent by mail or by e-mail. Your recommendation providers will be given instructions for submitting their recommendations online.
My letters of recommendation are held by an automated letter of recommendation service (e.g. Interfolio) which sends out copies via email at my request. Can I send these in to you?,"No. Because your recommendation providers are required to provide both a letter *and* complete a short evaluation for you, any recommendations must be submitted via our online application system. We cannot accept letters of recommendation sent to our office (or the graduate program offices) by recommendation services."
Can I send in more letters of recommendation than what the graduate program requires?,"No. Graduate programs are only able to accommodate the specific number of letters they require.  For example, if you have five excellent recommendation providers and the program only requires three letters of recommendation, you will need to select only three of the recommendation providers."
What does it mean if I waive my right to examine my letter(s) of recommendation?,"If you select ""Yes"" and waive your right to examine the recommendation, you are only stating that you will not ask *UC Davis* to provide you a copy of the recommendation. You may still ask your recommender to provide you with a copy of the letter (as long as your recommender is willing to provide it). Responding ""Yes"" gives your recommender the option to keep their letter confidential, and the graduate program will know that the recommender had the opportunity to provide an honest assessment. If you select ""No"" regarding the waiver, you are indicating that you may ask UC Davis to provide you with a copy of your recommendation for review (though the recommendation still may not be used for any other purpose)."
Can I change my answer to the letter of recommendation confidentiality waiver?,"If your recommendation provider has not yet submitted their recommendation in the system, you may ""exclude"" them (see the instructions above) and re-add them to the list after selecting a new waiver option. However, if your recommendation provider has already submitted their recommendation, it is not possible to retroactively change your waiver selection."
Am I required to take the Graduate Record Examination (GRE) and what is the minimum score?,"Each graduate program determines if the GRE is required. The university does not have a required minimum GRE score, but some graduate programs may post minimum or average scores on their website. Visit the graduate program website to determine if the program requires the GRE and for information on minimum scores."
How do I send my GRE scores to UC Davis?,GRE scores must be sent to UC Davis electronically from ETS. Use the UC Davis institution code (4834) when sending your scores to UC Davis. You do not need to enter a specific department code - the scores will be matched to your applicant record rather than to a specific department. Your GRE scores will be transmitted to UC Davis electronically and matched to your record using the information you provided in your application.
"When I order my GRE from ETS, what is the institution code for UC Davis?",The ETS institution code for UC Davis is 4834.
"When I order GRE scores, do I need to include the institution code *and* the department code?","You must use the correct institution code for UC Davis (4834) but it is not necessary to use a department code. Regardless of what department code you enter, your GRE score will still be matched to your application."
How can I tell if my GRE scores have arrived and been matched to my application?,"Once your application has been submitted, you will be able to check to see if your scores have been received yourself by visiting your Status Page. Please note it takes approximately two weeks after the order date or four weeks after the test date for ETS to make the official score report available to the university."
May I take the GRE more than once and/or report multiple scores?,Yes.  You may take the GRE more than once and self-report multiple exam scores. Please have ETS submit your scores electronically to UC Davis.
I already sent in my official GRE scores but I have retaken the exam and earned new scores. Can I send in the new scores to be added to my application?,"If you ask ETS provide UC Davis with a new official score report, your new scores will be added to your application record."
"If I apply to more than one graduate program, do I need to send multiple GRE score reports?","No. Test scores are matched to applicants rather than specific applications. If you have sent your scores and they have been matched to your record, they will be added to all of the applications you submit."
Can I send my own copy of my GRE scores? Or will you accept unofficial scores until the official scores arrive?,No. UC Davis only accepts official score reports send directly by the testing agency. Official GRE scores must be sent to UC Davis electronically by ETS (use institution code 4834).
I have not taken the GRE exam yet. When do I have to take it so that I can still be considered for admission?,Graduate program application review committees meet at various times to review the applications they have received. Please check with the Graduate Program Coordinator in the graduate program to which you are applying to determine when your application must be complete for you to be considered. Please note that it can take several weeks for official GRE scores to be issued. We recommend applicants take the GRE as early as possible.
How can I find out the current status of my application?,"If you log back in to your application after you have submitted it, you will be taken to the Status Page which will show the status of your application. Because the application review is primarily conducted by the graduate program and not by Graduate Studies, it isn’t possible for our office to provide you with more specific information regarding where your application is in the review process."
"I've already submitted my application online, but I’d like to make a change/addition to my statement of purpose/CV/writing sample/etc.  If I send the new document to Graduate Studies or the graduate program, can it be added to my file?",No. Changes cannot be made to the application materials you’ve submitted once you have already submitted them. That’s why we strongly recommend that all applicants carefully proofread all of their materials prior to submitting them. Applications are considered final once they are submitted – changes or updates cannot be made after you have submitted your application.
Can you tell me when I will know if I’ve been admitted?,"Each graduate program conducts their admissions review process independently. There isn’t a specific day when a graduate program makes all of their decisions. Once the program has reviewed their applications and has notified our office of their decision, you will be notified by e-mail. Please check your e-mail regularly (including your Junk Mail or Spam folders) to make certain you do not miss any important messages from Graduate Studies or the program."
Someone in the graduate program told me I was going to be recommended for admission. When will I receive my admission letter?,"Once a recommendation to admit or deny has been received from the graduate program review committee, the application must be evaluated by Graduate Admissions. You will receive an e-mail notice once a decision has been made. Graduate Admissions no longer sends paper letters – you will be notified by e-mail once your final admission decision has been made. Please check your e-mail regularly (including your Junk Mail or Spam folders) to make certain you do not miss any important messages from Graduate Studies or the program."
How will I be informed of my admission decision?,"Once a recommendation to admit or deny has been received from the graduate program review committee, the decision must be reviewed and verified by Graduate Studies. You will then receive e-mail notification and be given instructions on how to access that decision. Only Graduate Studies is authorized to formally issue an admission decision. Any notifications you may receive directly from the graduate program are not official until you have received an email from Graduate Studies. If you are admitted, be certain to read all information you receive very carefully and follow any instructions provided - there are several steps required to accept an admission offer. "
When do I submit the proof of financial support needed to obtain a student visa?,"Proof of financial support is not required until after you have been offered admission to a UC Davis graduate program. If you are admitted, you will be provided with additional instructions for obtaining your student visa, including where to send your financial documents. Do not send financial documents to the graduate program or the Office of Graduate Studies."
"When I fill out my online application, should I convert my grades to a U.S. 4.0 or A-F grading scale?","No - you should not attempt to convert your grades to a U.S. grading scale. The ""Academic History"" section of the online application includes fields where you can enter information about the grading scale used by your university. Be certain to complete that section thoroughly, but do not convert your grades to a U.S. scale."
Does UC Davis offer conditional admission to any graduate programs on the basis of future English language ability? Can I satisfy the English requirement after I've been offered admission?,No. Applicants who are required to take the TOEFL or IELTS must provide official scores before they can be considered for admission.
Do I need to submit an English language test score if I have earned or am currently earning my bachelor's/master's/doctoral degree from a U.S. university?,"If you have earned or will be earning a bachelor's, master's, or doctoral degree from a regionally accredited U.S. college or university where English is the sole language of instruction*, you are not required to submit a English language test score as a part of your application process (*applicants who have attended universities in Puerto Rico where Spanish is the sole language of instruction must still submit English language test scores). Please see our Test Score Requirements page for more details."
"I have not earned a degree from a U.S. university, but my university did teach in English. Am I still required to submit an English language test score?","UC Davis will only waive the English language testing requirement for applicants whose institution offers instruction solely in English. UC Davis Graduate Studies must review and approve requests made on this basis. Please see our Test Score Requirements page for information about who is eligible for a waiver, and contact us if you believe you may be eligible."
What English language tests does UC Davis accept?,"UC Davis current accepts the TOEFL iBT (both the in-person and at-home versions are acceptable), the IELTS Academic exam, and the IELTS Indicator. For applicants who are currently located in a country/region where none of these prior options are available, UC Davis will accept the Duolingo English Test by exception only. Please visit our Test Score Requirements page for more information.	UC Davis does NOT accept the Pearson Test of English (PTE), the TOEFL ITP, the IELTS General exam, or any other English test."
I have not taken an English language exam yet. When do I have to take it so that I can still be considered for admission?,Graduate program application review committees meet at various times to review the applications they have received. Please check with the Graduate Program Coordinator in the graduate program to which you are applying to determine when your application must be complete for you to be considered. Please note that it can take several weeks for official scores to be issued. We recommend applicants take the TOEFL or IELTS as early as possible.
How do I send my TOEFL scores to UC Davis?,TOEFL scores must be sent to UC Davis electronically from ETS. Use the UC Davis institution code (4834) when sending your scores to UC Davis. You do not need to enter a specific department code - the scores will be matched to your applicant record rather than to a specific department. Your TOEFL scores will be transmitted to UC Davis electronically and matched to your record using the information you provided in your application.
"When I order my TOEFL from ETS, what is the institution code for UC Davis?",The ETS institution code for UC Davis is 4834.
"When I order TOEFL scores, do I need to include the institution code *and* the department code?","You must use the correct institution code for UC Davis (4834) but it is not necessary to use a specific department code. Regardless of what department code you enter, your TOEFL score will still be matched to your application."
Will you accept the TOEFL MyBest™ scores (a combination of all of my best scores in each section from all of my valid tests in the last two years)?,"No - UC Davis Graduate Studies does not accept TOEFL MyBest™ scores.  All valid applicant test scores will be considered when they are sent to UC Davis, but they will be considered based on each individual test the applicant has taken. We do not accept ""superscores"" using the highest score on each section across multiple exams."
How do I send my IELTS scores to UC Davis?,"IELTS scores must be electronically from the IELTS testing center to the graduate program to which you are applying. Make certain that you make the correct selection to ensure that your score is sent to ""University of California, Davis Graduate Studies"". See our Test Score Requirements page for additional details."
I already sent in my official English language test scores but I have retaken the exam (or taken a different exam) and earned new scores. Can I send in the new scores to be added to my application?,"If you provide UC Davis with a new official score report, your new scores will be added to your application record."
How can I tell if my English language test scores have arrived?,"Once your application has been submitted, you will be able to check to see if your scores have been received yourself. Please note it takes approximately two weeks after the order date or four weeks after the test date for score reports to be made available to the university."
"If I apply to more than one graduate program, do I need to send my English language test score more than once?","No. Test scores are matched to applicants rather than specific applications. If you have sent your scores and they have been matched to your record, they will be added to all of the applications you submit."
Can I send in an unofficial copy of my English language test scores? Or will you accept unofficial scores until the official scores arrive?,No. UC Davis only accepts official score reports send directly by the testing agency.
What is the status of the housing guarantee for incoming freshmen and transfer students and second-year returning students entering UC Davis in fall quarter 2020?,"UC Davis guarantees on-campus housing to all incoming first-year freshman, transfer students, and second-year returning students. However, due to the COVID-19 pandemic, UC Davis may withdraw or amend this guarantee in the case of public health guidance or other extenuating circumstances."
Have contract cancellation deadlines been extended?,"Yes. The most recent change was announced via email on August 6. Read those emails on this webpage under Recent Messages. Also, continue to check your email. We will send new information as it becomes available."
"If I cancel my contract because of COVID-19, will I receive a refund of my reservation fee?","If campus receives public health guidance to reduce housing density for fall quarter due to COVID-19, we may ask for some student residents to volunteer to cancel their housing contracts. Students who then choose to cancel their contracts will have their reservation fee credited to their student account. If needed, additional details on the cancellation process will be provided. Contract cancelations, except when mandated by public health guidance related to COVID-19, are subject to the contract cancelation policy outlined in the housing contract."
What are my housing options if I defer enrollment for fall quarter 2020?,"Given the uncertainty of COVID-19 impacts, students who choose to defer enrollment will be provided an update on housing availability in future quarters as we learn more about state mandates."
The COVID-19 pandemic has made it difficult for me to pay my reservation fee. What should I do?,"If you're unable to pay your reservation fee because of COVID-19, please email studenthousing@ucdavis.edu to request an alternative payment plan."
Can I have guests in the halls?,"Residents are not permitted to have non-resident guests visit their buildings or rooms. We feel this is the best way to help comply with the physical distancing guidelines recommended by the county and state. As the weather is currently good, we encourage you to connect with friends outside while maintaining a distance of at least 6 feet. Building lounges will be closed to begin fall quarter. Group gatherings are  not permitted."
"What is the guidance for students who live in Sol at West Village, The Colleges at LaRue, 8th and Wake, Russell Park, LaRue Park, Co-ops, fraternities or sororities?","These properties are not owned by the campus and have their own housing policies. Please contact your building/house manager for details. In the event your current housing will close down and you do not have other options or would prefer to stay in Davis, please email studenthousing@ucdavis.edu for assistance in securing a university housing contract."
"What is the guidance for students living in private, rental housing?","If you live in a privately-owned and managed residence, you are responsible for paying rent for the remainder of the term of your lease unless your landlord has provided a written confirmation that the full rent is not due. We recommend you contact the person or company who manages your lease to understand your options. 	In addition, we have issued guidance regarding the recent City of Davis Eviction Ordinance and Governor's Executive Order to help address financial hardships and rent payments during this challenging time."
What will our residential dining program look like for fall quarter 2020?,"Our dining operation takes direction from Yolo County. Currently the direction is a to-go model. The model may adjust when the environment improves. While to-go options are available at all dining facilities, residents with a meal plan will be assigned a dining facility for when indoor dining is eventually allowed. All dining facilities will also be implementing new practices, which include providing single use package items, pre-packaged portions and stations where food is served by staff. "
"I feel ill, what should I do?",Please contact the Student Health and Counseling Services Office to consult with a nurse.  There will be an initial assessment completed to determine the next step.  https://shcs.ucdavis.edu/services/advice.
What if I want to come in to be tested for COVID-19?,"We are currently testing in accordance with Yolo County Public Health and California Department of Public Health guidelines. If you feel that you need to be tested based on the recommended guidelines, or if you have further questions, please contact your provider via Health-e-Messaging or schedule a phone appointment with an advice nurse call 530-752-2349. When medically indicated, UC SHIP and other insurance plans are required to cover testing with no out-of-pocket expenses to you."
My roommate seems to be ill. What should I do?,Please refer to the Student Health and Counseling Services section for guidance.
What are my responsibilities as a resident living on-campus?,"On April 24, the Yolo County Health Officer  issued an order  requiring face coverings to be worn when in public. The purpose of this order is to reduce the potential spread of novel coronavirus (COVID-19) and thus reduce its impact on public health. As COVID-19 can spread by people who are not showing symptoms, face coverings, when combined with physical distancing and hand washing, may prevent the spread of the virus to others when going outside for essential activities."
What are the requirements for wearing face coverings?,"On April 24, the Yolo County Health Officer  issued an order  requiring face coverings to be worn when in public. The purpose of this order is to reduce the potential spread of novel coronavirus (COVID-19) and thus reduce its impact on public health. As COVID-19 can spread by people who are not showing symptoms, face coverings, when combined with physical distancing and hand washing, may prevent the spread of the virus to others when going outside for essential activities."
I have an academic question. Who do I talk to?,"If you have an academic question, first talk to your research advisor. You can also schedule an appointment with a graduate advisor via email."
I have a non-academic question. Who do I talk to?,"If you have a non-academic question, you can talk to the graduate student service advisors in 2063 Kemper Hall."
I need to talk to one of the graduate student service advisors. How do I make an appointment?,"You can either go to their drop-in hours or make an appointment. Select Computer Science as the office. Select Grad Advising as the schedule. In the Reason for Appointment field, write down any questions you’re hoping to have answered during your appointment. Click on Continue. Select a time that works for you. Ignore any times that say Walk-In Only.  If you don’t see any available times for this week, click on Next Week to check other weeks."
What is the Graduate Progress Report? How do I complete it?,"The graduate progress report helps graduate students understand where they are in terms of completing their degree requirements, as well as their progress in the program. This report is required of all students within the department. Instructions on how to complete the yearly progress report will be sent to students every Winter Quarter."
What do I need to get my degree?,"See our B.S.-to-M.S., M.S. and Ph.D. information. "
What are the core areas?,"The core areas are described in the M.S. and Ph.D. degree requirements. The core areas are Architecture, Systems, Theory and Applications. M.S. students must satisfy the requirement for three of the four areas. Ph.D. students must satisfy the requirement in all four areas. See degree requirements on how to satisfy a core area and what classes fall in each area. "
I still need to take courses to finish some of the core areas. What should I do?,Look at the M.S. and Ph.D. degree requirements for options for each core area you need to satisfy. You can look at the course schedule for classes that are planned to be offered this year. 
I took classes at another institution that I want to get credit for. What is the process to do so?,"Please ask the graduate student service advisors for the Evaluation of Graduate Coursework Taken at Another Institution form. On the form, you will need to include the grade you received in the course, along with a course description. When complete, return the form to the graduate student service advisors. They will submit the form to the Graduate Advisor and email you the result."
What are the undergraduate proficiency requirements?,"The undergraduate proficiency requirements are courses in four fundamental areas of computer science, and mathematics. These requirements are described in the M.S. and Ph.D. degree requirements. Students must complete all proficiency requirements before graduating."
How do I obtain the undergraduate proficiency requirements form? How do I submit it?,The undergraduate proficiency requirements form will be sent out to all students in Fall Quarter through the GGCS listserve. Follow the instructions in the email to submit the form. Your results will be emailed back to you after the Graduate Advisor has reviewed your form.
I still need to finish some of my undergraduate proficiency requirements. What should I do?,"The classes at UC Davis that fulfill the undergraduate proficiency requirements are listed in the M.S. and Ph.D. degree requirements. You may take either the upper division (100-199) or graduate (200-299) level course to fulfill the requirement. See the table below for graduate level course options. If you are unsure if a course fulfills the requirement, see the graduate student service advisors."
How do I register for classes?,"Students use Schedule Builder to register for classes. If you need help using Schedule Builder, look at the Help tab within Schedule Builder."
How do I get a CRN (Course Registration) number?,"
A CRN is a Course Registration Number. CRNs for most courses can be found on Schedule Builder or the Class Search Tool. You do not need to know the CRN for a class before registering for it, except for the special cases listed below.
	♦   For ECS 289 special topics courses, see the schedules page.
	♦   For ECS 299 research units, CRNs are sent out through the GGCS listserve during registration times and at the beginning of the quarter.
	♦   For classes with hidden CRNs offered by other departments, check the department’s website or ask the department directly.
"
I have a hold on my registration. What do I do?,"
There are various reasons you could have a hold on your registration. Please see the graduate student service advisors in person for assistance with this.
"
How much is tuition per quarter?,"
Budget and Institutional Analysis publishes tuition and fees for a given academic year on their website.
"
What is the deadline to pay tuition?,"
The final fee deadline for graduate students is posted on the Office of the University Registrar’s website. It is typically in the eighth week of the quarter.
"
How do I get financial aid?,"
See Financial Aid and Scholarships’ website on how to get financial aid as a graduate student.
"
What is a fellowship? How do I get one?,"
Fellowships are provided to graduate studies by UC Davis or outside agencies on the basis of scholarship and promise of outstanding academic and professional contribution. There are two types of fellowships: internal to UC Davis, and external agencies such as the National Science Foundation (NSF), Department of Energy (DoE) and so on. For more information, see Graduate Studies’ pages on internal and external fellowships.
"
I'm an international student. Where can I get help?,"
Services for International Students and Scholars (SISS) provides support for all international students, including visas, international travel and so on.
"
"Why, when and how should I become a California resident?","
Students who are not California residents must pay non-resident tuition. To become a California resident, you must be a US citizen or permanent resident. You should start this process as soon as possible after you arrive at UC Davis. Please contact the Office of the University Registrar for assistance with forms, and to start the process to establish California residency for tuition purposes.
"
What is an ASE?,"
An academic student employee (ASE) refers to students employed in the Teaching Assistant, Reader, Tutor, and Associate In _ titles. For more information, see Graduate Studies’ website.
"
I would like to be a Teaching Assistant (TA). What is the process?,"
Teaching Assistant positions are limited and competitive. They are open to all graduate students, but subject to the rules and selection procedure outlined in the Graduate Studies Guidelines.
TA selections are made on a quarterly basis. A month and a half prior to each quarter, an application is sent via email to all CS graduate students. If a student is selected for a TA position, they are notified via email before the quarter begins.
As a TA in the Department of Computer Science, you must take ECS 390: The Teaching of Computer Science. If you are a new TA, you must also attend the Center for Educational Effectiveness’ TA Orientation. It is offered once a year in the fall.
It is a University policy that if a TA does not have a degree from an English speaking institution, to qualify to be a TA, he or she must have scored a 26 or higher on the Speaking section of the TOEFL exam, or an 8.0 on the Speaking section of the IELTS. If not, the TA must have a Pass score on the SPEAK or TOEP test. See International and Academic English’s website for more information.
Students can contact the graduate student service advisors for additional questions regarding TAships.
"
What is a reader? How do I become one?,"
Readers are employed for the ability to render diverse services as a “course assistant,” which will normally include the grading of student papers and examinations. A Reader will not be given the responsibilities customarily accorded a Teaching Assistant. Readers are paid hourly, and are eligible for fee waivers. Requests for readers for a class will be sent out before the quarter starts. Not all classes will require a reader.
"
What is a GSR (Graduate Student Researcher)?,"
A Graduate Student Researcher (GSR) is a graduate student who performs research related to the student’s degree program, in an academic department or research unit under the direction of a faculty member or authorized principal investigator. Ph.D. students are usually funded through GSR positions. Though uncommon, master’s students may also be a GSR.
"
I would like to be a GSR. What is the process?,"
GSR positions are provided by faculty members to the students they advise, if funding is available. Talk to your research advisor if you are interested. Not all advisors will have available funding.
"
I have payroll questions. Who do I talk to?,"
Please see Jane Ryan in 3078 Kemper Hall for answers to payroll questions.
"
What is a fee waiver? How can I get one?,"
Fee waivers provide a waiver of tuition and certain fees for a quarter. GSRs and ASEs are both eligible for fee waivers. While a GSR fee waiver covers all fees, an ASE fee waiver does not. For more information about fee waivers, see Graduate Studies’ website.
"
Does a fee waiver cover health insurance?,"
A fee waiver covers UC SHIP. See Graduate Studies’ website for more information about what a GSR or ASE fee waiver covers. Note that if UC SHIP is waived, the money that would have been used for SHIP is not given to the student.
"
I'm an international student. Does a fee waiver cover nonresident supplemental tuition?,"
For the Department of Computer Science, GSR and ASE fee waivers cover nonresident supplemental tuition (NRST) for Ph.D. students. NRST is not covered for master’s students.
"
Why hasn't my fee waiver shown up on myBill?,"
Fee waivers take some time to show up in myBill. If your has not shown up, wait until the third week of the quarter. If it still has not shown up by the third week of the quarter, contact the graduate student service advisors.
"
I need a key. Who do I talk to?,"
If you need a key, please see Melinda Meeker in 2063 Kemper Hall.
"
